site,date,month_day,species,caste,plant,invasive_interaction,proportion_invasive
burns_bog,08/08/2022,08-08,bom_imp,m,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_vos,m,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_imp,w,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,w,con_arv,0,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,w,con_arv,0,0.827586207
burns_bog,08/08/2022,08-08,bom_imp,w,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,w,con_arv,0,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,m,con_arv,0,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,m,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_imp,w,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_imp,w,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,w,con_arv,0,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,w,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_imp,w,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_mix,m,imp_gla,1,0.827586207
burns_bog,08/08/2022,08-08,bom_imp,w,imp_gla,1,0.827586207
iona_beach,08/12/2022,08-12,bom_mix,q,rub_arm,1,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,w,rub_arm,1,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,w,rub_arm,1,0.455696203
iona_beach,08/12/2022,08-12,bom_ruf,w,hyp_rad,1,0.455696203
iona_beach,08/12/2022,08-12,bom_ruf,w,hyp_rad,1,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,w,hyp_rad,1,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,w,sym_alb,0,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,w,sym_alb,0,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,w,sym_alb,0,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,w,sym_alb,0,0.455696203
iona_beach,08/12/2022,08-12,bom_mix,m,rub_arm,1,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,sol_dul,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_vos,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,,ros_rug,0,0.455696203
iona_beach,08/12/2022,08-12,bom_imp,w,sol_can,0,0.455696203
boundary_bay,08/12/2022,08-12,bom_fla,w,cir_vul,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,m,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_ruf,w,cir_vul,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,sym_alb,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,lyt_sal,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,lyt_sal,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,lyt_sal,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_ruf,w,lyt_sal,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_ruf,w,lyt_sal,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_ruf,,lyt_sal,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,lyt_sal,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_mix,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_ruf,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_cal,m,cir_vul,1,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,w,epi_ang,0,0.738197425
boundary_bay,08/12/2022,08-12,bom_imp,w,epi_ang,0,0.738197425
pacific_spirit,08/15/2022,08-15,bom_fla,m,cir_arv,1,0.421052632
pacific_spirit,08/15/2022,08-15,bom_imp,w,lat_lat,0,0.421052632
tynehead,08/16/2022,08-16,bom_vos,w,tri_pra,0,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,tri_pra,0,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,tri_pra,0,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,tri_pra,0,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_mix,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_mix,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,lot_cor,0,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,lot_cor,0,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_imp,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
tynehead,08/16/2022,08-16,bom_vos,w,imp_gla,1,0.306967985
colony_farm,08/16/2022,08-16,bom_vos,w,vic_cra,0,0.092105263
colony_farm,08/16/2022,08-16,bom_mix,w,vic_cra,0,0.092105263
colony_farm,08/16/2022,08-16,bom_vos,w,vic_cra,0,0.092105263
colony_farm,08/16/2022,08-16,bom_fla,m,lat_lat,0,0.092105263
colony_farm,08/16/2022,08-16,bom_fla,m,tri_pra,0,0.092105263
colony_farm,08/16/2022,08-16,bom_imp,w,vic_cra,0,0.092105263
colony_farm,08/16/2022,08-16,bom_vos,w,lat_lat,0,0.092105263
colony_farm,08/16/2022,08-16,bom_imp,m,ana_mar,0,0.092105263
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_mix,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_mix,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,epi_ang,0,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,m,epi_ang,0,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,q,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,sol_dul,0,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_vos,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_fla,m,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_fla,m,imp_gla,1,0.945891784
burnaby_lake,08/17/2022,08-17,bom_imp,w,imp_gla,1,0.945891784
iona_beach,08/18/2022,08-18,bom_mix,w,sym_alb,0,0.015873016
iona_beach,08/18/2022,08-18,bom_mix,w,sym_alb,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,son_arv,0,0.015873016
iona_beach,08/18/2022,08-18,bom_mix,q,son_arv,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,m,sol_can,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,ros_rug,0,0.015873016
iona_beach,08/18/2022,08-18,bom_imp,w,lyt_sal,1,0.015873016
iona_beach,08/18/2022,08-18,bom_mix,w,lyt_sal,1,0.015873016
iona_beach,08/18/2022,08-18,bom_mix,w,lyt_sal,1,0.015873016
burns_bog,08/22/2022,08-22,bom_vos,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,m,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,con_arv,0,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,m,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,tan_vul,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_vos,m,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,m,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_fla,m,con_arv,0,0.702702703
burns_bog,08/22/2022,08-22,bom_vos,m,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,m,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,,sol_dul,0,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,m,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_fla,q,con_arv,0,0.702702703
burns_bog,08/22/2022,08-22,bom_vos,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
burns_bog,08/22/2022,08-22,bom_imp,w,imp_gla,1,0.702702703
boundary_bay,08/22/2022,08-22,bom_imp,w,cir_vul,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_imp,w,epi_ang,0,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,w,epi_ang,0,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,m,epi_ang,0,0.552363299
boundary_bay,08/22/2022,08-22,bom_ruf,w,cir_arv,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_imp,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_imp,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_ruf,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,m,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_cal,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_ruf,w,lyt_sal,1,0.552363299
boundary_bay,08/22/2022,08-22,bom_imp,w,epi_ang,0,0.552363299
boundary_bay,08/22/2022,08-22,bom_mix,w,epi_ang,0,0.552363299
boundary_bay,08/22/2022,08-22,bom_ruf,w,lyt_sal,1,0.552363299
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,tri_pra,0,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_fla,m,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,lot_cor,0,0.431554524
tynehead,08/23/2022,08-23,bom_fla,m,vic_cra,0,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,m,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,m,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,lot_cor,0,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,w,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_vos,m,imp_gla,1,0.431554524
tynehead,08/23/2022,08-23,bom_imp,w,lot_cor,0,0.431554524
surrey_bend,08/23/2022,08-23,bom_imp,w,lyt_sal,1,0.4421875
colony_farm,08/24/2022,08-24,bom_imp,w,epi_ang,0,0.301994302
colony_farm,08/24/2022,08-24,bom_imp,w,vic_cra,0,0.301994302
colony_farm,08/24/2022,08-24,bom_mix,w,vic_cra,0,0.301994302
colony_farm,08/24/2022,08-24,bom_mix,q,vic_cra,0,0.301994302
burnaby_lake,09/02/2022,09-02,bom_imp,w,con_arv,0,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,,con_arv,0,0.993506494
burnaby_lake,09/02/2022,09-02,bom_vos,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_vos,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_vos,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_vos,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_mix,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_mix,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,m,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,m,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,m,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,w,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_imp,q,imp_gla,1,0.993506494
burnaby_lake,09/02/2022,09-02,bom_fla,m,con_arv,0,0.993506494
burnaby_lake,09/02/2022,09-02,bom_mix,q,imp_gla,1,0.993506494
